"x","y"
3.39,0.5
3.38,0.5
3.37,0.5
3.36,0.5
3.35,0.5
3.34,0.5
3.33,0.5
3.32,0.5
3.31,0.5
3.3,0.5
3.29,0.5
3.28,0.5
3.27,0.5
3.26,0.5
3.25,0.5
3.24,0.5
3.23,0.5
3.22,0.5
3.21,0.5
3.2,0.5
3.19,0.5
3.18,0.5
3.17,0.5
3.16,0.5
3.15,0.5
3.14,0.5
3.13,0.5
3.12,0.5
3.11,0.5
3.1,0.5
3.09,0.5
3.08,0.5
3.07,0.5
3.06,0.5
3.05,0.5
3.04,0.5
3.03,0.5
3.02,0.5
3.01,0.5
3,0.5
2.99,0.5
2.98,0.5
2.97,0.5
2.96,0.5
2.95,0.5
2.94,0.5
2.93,0.5
2.92,0.5
2.91,0.5
2.9,0.5
2.89,0.5
2.88,0.5
2.87,0.5
2.86,0.5
2.85,0.5
2.84,0.5
2.83,0.5
2.82,0.5
2.81,0.5
2.8,0.5
2.79,0.5
2.78,0.5
2.77,0.5
2.76,0.5
2.75,0.5
2.74,0.5
2.73,0.5
2.72,0.5
2.71,0.5
2.7,0.5
2.69,0.5
2.68,0.5
2.67,0.5
2.66,0.5
2.65,0.5
2.64,0.5
2.63,0.5
2.62,0.5
2.61,0.5
2.6,0.5
2.59,0.5
2.58,0.5
2.57,0.5
2.56,0.5
2.55,0.5
2.54,0.5
2.53,0.5
2.52,0.5
2.51,0.5
2.5,0.5
2.49,0.5
2.48,0.5
2.47,0.5
2.46,0.5
2.45,0.5
2.44,0.5
2.43,0.5
2.42,0.5
2.41,0.5
2.4,0.5
2.39,0.5
2.38,0.5
2.37,0.5
2.36,0.5
2.35,0.5
2.34,0.5
2.33,0.5
2.32,0.5
2.31,0.5
2.3,0.5
2.29,0.5
2.28,0.5
2.27,0.5
2.26,0.5
2.25,0.5
2.24,0.5
2.23,0.5
2.22,0.5
2.21,0.5
2.2,0.5
2.19,0.5
2.18,0.5
2.17,0.5
2.16,0.5
2.15,0.5
2.14,0.5
2.13,0.5
2.12,0.5
2.11,0.5
2.1,0.5
2.09,0.5
2.08,0.5
2.07,0.5
2.06,0.5
2.05,0.5
2.04,0.5
2.03,0.5
2.02,0.5
2.01,0.5
2,0.5
1.99,0.5
1.98,0.5
1.97,0.5
1.96,0.5
1.95,0.5
1.94,0.5
1.93,0.5
1.92,0.5
1.91,0.5
1.9,0.5
1.89,0.5
1.88,0.5
1.87,0.5
1.86,0.5
1.85,0.5
1.84,0.5
1.83,0.5
1.82,0.5
1.81,0.5
1.8,0.5
1.79,0.5
1.78,0.5
1.77,0.5
1.76,0.5
1.75,0.5
1.74,0.5
1.73,0.5
1.72,0.5
1.71,0.5
1.7,0.5
1.69,0.5
1.68,0.5
1.67,0.5
1.66,0.5
1.65,0.5
1.64,0.5
1.63,0.5
1.62,0.5
1.61,0.5
1.6,0.5
1.59,0.5
1.58,0.5
1.57,0.5
1.56,0.5
1.55,0.5
1.54,0.5
1.53,0.5
1.52,0.5
1.51,0.5
1.5,0.5
1.49,0.5
1.48,0.5
1.47,0.5
1.46,0.5
1.45,0.5
1.44,0.5
1.43,0.5
1.42,0.5
1.41,0.5
1.4,0.5
1.39,0.5
1.38,0.5
1.37,0.5
1.36,0.5
1.35,0.5
1.34,0.5
1.33,0.5
1.32,0.5
1.31,0.5
1.3,0.5
1.29,0.5
1.28,0.5
1.27,0.5
1.26,0.5
1.25,0.5
1.24,0.5
1.23,0.5
1.22,0.5
1.21,0.5
1.2,0.5
1.19,0.5
1.18,0.5
1.17,0.5
1.16,0.5
1.15,0.5
1.14,0.5
1.13,0.5
1.12,0.5
1.11,0.5
1.1,0.5
1.09,0.5
1.08,0.5
1.07,0.5
1.06,0.5
1.05,0.5
1.04,0.5
1.03,0.5
1.02,0.5
1.01,0.5
1,0.5
0.99,0.5
0.98,0.5
0.97,0.5
0.96,0.5
0.95,0.5
0.94,0.5
0.93,0.5
0.92,0.5
0.91,0.5
0.9,0.5
0.89,0.5
0.88,0.5
0.87,0.5
0.86,0.5
0.85,0.5
0.84,0.5
0.83,0.5
0.82,0.5
0.81,0.5
0.8,0.5
0.79,0.5
0.78,0.5
0.77,0.5
0.76,0.5
0.75,0.5
0.74,0.5
0.73,0.5
0.72,0.5
0.71,0.5
0.7,0.5
0.69,0.5
0.68,0.5
0.67,0.5
0.66,0.5
0.65,0.5
0.64,0.5
0.63,0.5
0.62,0.5
0.61,0.5
0.6,0.5
0.59,0.5
0.58,0.5
0.57,0.5
0.56,0.5
0.55,0.5
0.54,0.5
0.53,0.5
0.52,0.5
0.51,0.5
0.5,0.5
0.49,0.5
0.48,0.5
0.47,0.5
0.46,0.5
0.45,0.5
0.44,0.5
0.43,0.5
0.42,0.5
0.41,0.5
0.4,0.5
0.39,0.5
0.38,0.5
0.37,0.5
0.36,0.5
0.35,0.5
0.34,0.5
0.33,0.5
0.32,0.5
0.31,0.5
0.3,0.5
0.29,0.5
0.28,0.5
0.27,0.5
0.26,0.5
0.25,0.5
0.24,0.5
0.23,0.5
0.22,0.5
0.21,0.5
0.2,0.5
0.19,0.5
0.18,0.5
0.17,0.5
0.16,0.5
0.15,0.5
0.14,0.5
0.13,0.5
0.12,0.5
0.11,0.5
0.1,0.5
0.09,0.5
0.08,0.5
0.07,0.5
0.06,0.5
0.05,0.5
0.04,0.5
0.03,0.5
0.02,0.5
0.01,0.5
0,0.5
-0.00159265089656900,0.499997463456688
-0.00659246256676063,0.499956537548321
-0.0115916149961897,0.499865616402829
-0.0165896082737784,0.49972470911225
-0.0215859426043643,0.499533829767195
-0.0265801183586781,0.499292997455441
-0.0315716361233064,0.499002236260017
-0.0365599967506315,0.498661575256801
-0.0415447014087482,0.498271048511609
-0.0465252516313445,0.49783069507679
-0.0515011493675489,0.497340558987321
-0.0564718970317337,0.496800689256403
-0.061436997553275,0.496211139870558
-0.0663959544262584,0.495571969784235
-0.0713482717591289,0.494883242913907
-0.0762934543242806,0.49414502813169
-0.0812310076075771,0.493357399258446
-0.0861604378578051,0.492520435056406
-0.0910812521360475,0.491634219221292
-0.0959929583649775,0.49069884037395
-0.100895065378064,0.489714392051486
-0.105787082968693,0.488680972697909
-0.110668521939179,0.487598685654296
-0.115538894149696,0.486467639148449
-0.120397712567080,0.485287946284075
-0.125244491313537,0.484059725029477
-0.130078745715234,0.482783098205759
-0.134899992350758,0.481458193474538
-0.139707749099463,0.480085143325183
-0.144501535189681,0.478664085061565
-0.149280871246797,0.477195160788327
-0.154045279341189,0.475678517396671
-0.158794283036017,0.474114306549673
-0.163527407434870,0.472502684667114
-0.168244179229252,0.470843812909839
-0.172944126745914,0.469137857163641
-0.177626779994021,0.467384988022674
-0.182291670712151,0.465585380772392
-0.186938332415118,0.463739215372018
-0.191566300440626,0.461846676436555
-0.196175111995727,0.45990795321832
-0.200764306203107,0.457923239588018
-0.205333424147170,0.455892734015358
-0.209882008919929,0.453816639549207
-0.214409605666698,0.451695163797279
-0.218915761631573,0.449528518905384
-0.223400026202715,0.447316921536204
-0.227861950957402,0.445060592847633
-0.232301089706879,0.442759758470659
-0.236716998540968,0.440414648486805
-0.241109235872466,0.438025497405112
-0.245477362481300,0.435592544138699
-0.249820941558451,0.433116031980864
-0.254139538749629,0.43059620858076
-0.258432722198714,0.428033325918628
-0.262700062590940,0.425427640280596
-0.266941133195822,0.422779412233058
-0.271155509909835,0.420088906596613
-0.275342771298819,0.41735639241958
-0.279502498640124,0.414582142951101
-0.283634275964484,0.411766435613811
-0.287737690097609,0.408909551976097
-0.291812330701504,0.406011777723943
-0.295857790315505,0.403073402632358
-0.299873664397022,0.400094720536403
-0.303859551361993,0.397076029301806
-0.307815052625043,0.394017630795174
-0.311739772639343,0.390919830853809
-0.315633318936160,0.387782939255125
-0.319495302164112,0.384607269685666
-0.323325336128092,0.381393139709744
-0.327123037827896,0.378140870737678
-0.330888027496518,0.374850787993654
-0.334619928638131,0.371523220483205
-0.338318368065728,0.368158500960310
-0.34198297593845,0.364756965894116
-0.345613385798563,0.361318955435296
-0.349209234608107,0.357844813382031
-0.352770162785196,0.35433488714563
-0.356295814239981,0.350789527715793
-0.359785836410254,0.347209089625508
-0.363239880296707,0.3435939309156
-0.366657600497828,0.339944413098929
-0.370038655244447,0.336260901124233
-0.373382706433906,0.332543763339641
-0.376689419663873,0.328793371455834
-0.379958464265781,0.325010100508876
-0.383189513337892,0.321194328822707
-0.386382243777994,0.317346437971317
-0.389536336315702,0.313466812740584
-0.39265147554439,0.309555841089799
-0.395727349952733,0.305613914112868
-0.398763651955852,0.301641425999202
-0.401760077926078,0.297638773994303
-0.40471632822331,0.293606358360037
-0.407632107224982,0.289544582334605
-0.410507123355624,0.285453852092227
-0.413341089116018,0.281334576702517
-0.416133721111951,0.277187168089580
-0.418884740082549,0.273012040990824
-0.421593870928208,0.268809612915478
-0.424260842738102,0.264580304102848
-0.426885388817272,0.260324537480290
-0.429467246713296,0.256042738620920
-0.432006158242537,0.251735335701057
-0.434501869515958,0.247402759457403
-0.436954130964511,0.24304544314397
-0.439362697364095,0.238663822488761
-0.441727327860077,0.234258335650189
-0.444047785991377,0.229829423173266
-0.446323839714117,0.225377527945549
-0.448555261424821,0.220903095152853
-0.450741827983177,0.216406572234726
-0.452883320734352,0.211888408839714
-0.454979525530855,0.207349056780391
-0.457030232753953,0.202788969988180
-0.459035237334633,0.198208604467961
-0.460994338774108,0.193608418252469
-0.462907341163866,0.188988871356491
-0.464774053205263,0.184350425730867
-0.466594288228649,0.179693545216295
-0.468367864212039,0.175018695496946
-0.470094603799314,0.170326344053895
-0.471774334317953,0.165616960118377
-0.473406887796304,0.160891014624861
-0.47499210098038,0.156148980163958
-0.476529815350184,0.151391330935162
-0.478019877135559,0.146618542699432
-0.479462137331569,0.141831092731613
-0.480856451713397,0.137029459772714
-0.482202680850765,0.132214123982028
-0.483500690121883,0.127385566889121
-0.484750349726904,0.122544271345681
-0.48595153470091,0.117690721477226
-0.487104124926405,0.112825402634698
-0.488208005145325,0.107948801345927
-0.489263064970569,0.103061405266979
-0.490269198897034,0.0981637031333888
-0.491226306312166,0.0932561847112879
-0.492134291506021,0.0883393407484286
-0.492993063680835,0.0834136629251108
-0.493802536960108,0.0784796438050117
-0.494562630397185,0.0735377767859316
-0.495273267983357,0.0685885560504541
-0.495934378655456,0.0636324765165281
-0.496545896302968,0.0586700337879777
-0.497107759774636,0.0537017241049401
-0.497619912884581,0.0487280442942433
-0.49808230441792,0.0437494917197232
-0.498494888135885,0.0387665642324893
-0.498857622780447,0.0337797601211376
-0.499170472078444,0.0287895780619235
-0.499433404745207,0.0237965170688939
-0.499646394487689,0.0188010764439883
-0.499809420007093,0.0138037557271058
-0.499922465001002,0.00880505464615363
-0.499985518165012,0.00380547306707395
-0.499998573193859,-0.00119448905614077
-0.49996162878205,-0.00619433173144528
-0.499874688623997,-0.0111935549787386
-0.499737761413642,-0.0161916588798624
-0.499550860843592,-0.0211881436285907
-0.499314005603749,-0.0261825095806130
-0.49902721937944,-0.0311742573034958
-0.498690530849047,-0.0361628876266272
-0.498303973681143,-0.0411479016911312
-0.497867586531123,-0.0461288009997558
-0.497381413037338,-0.051105087466721
-0.496845501816732,-0.056076263467527
-0.496259906459982,-0.0610418318887167
-0.495624685526133,-0.0660012961775851
-0.494939902536752,-0.0709541603918367
-0.494205625969565,-0.0758999292491774
-0.493421929251618,-0.0808381081768433
-0.49258889075193,-0.0857682033610559
-0.491706593773655,-0.0906897217964057
-0.490775126545758,-0.0956021713351504
-0.489794582214183,-0.100505060736430
-0.488765058832549,-0.105397899715390
-0.487686659352333,-0.110280198992209
-0.486559491612587,-0.115151470341029
-0.485383668329144,-0.120011226638775
-0.484159307083354,-0.124858981913865
-0.482886530310319,-0.129694251394813
-0.481565465286658,-0.134516551558700
-0.480196244117772,-0.139325400179527
-0.478779003724636,-0.144120316376441
-0.477313885830108,-0.148900820661817
-0.475801036944758,-0.153666434989210
-0.474240608352213,-0.158416682801159
-0.472632756094032,-0.163151089076842
-0.470977640954100,-0.167869180379575
-0.469275428442554,-0.172570484904162
-0.467526288779225,-0.177254532524066
-0.465730396876621,-0.181920854838429
-0.463887932322438,-0.186568985218909
-0.461999079361594,-0.19119845885634
-0.460064026877812,-0.195808812807217
-0.458082968374727,-0.200399586039988
-0.45605610195654,-0.204970319481153
-0.453983630308203,-0.209520556061178
-0.451865760675153,-0.214049840760197
-0.449702704842589,-0.218557720653514
-0.447494679114292,-0.223043744956896
-0.445241904290994,-0.227507465071652
-0.442944605648301,-0.23194843462949
-0.440603012914163,-0.236366209537155
-0.438217360245901,-0.240760348020837
-0.435787886206794,-0.245130410670350
-0.433314833742222,-0.24947596048307
-0.43079845015537,-0.253796562907639
-0.428238987082501,-0.258091785887412
-0.425636700467787,-0.262361199903673
-0.422991850537723,-0.266604378018577
-0.420304701775097,-0.270820895917849
-0.417575522892547,-0.275010331953213
-0.414804586805685,-0.279172267184555
-0.411992170605813,-0.283306285421822
-0.409138555532205,-0.287411973266635
-0.406244026943992,-0.291488920153630
-0.40330887429162,-0.295536718391516
-0.400333391087909,-0.299554963203843
-0.397317874878699,-0.303543252769477
-0.394262627213098,-0.307501188262787
-0.391167953613326,-0.311428373893521
-0.388034163544166,-0.315324416946388
-0.384861570382012,-0.319188927820329
-0.381650491383537,-0.323021520067479
-0.378401247653964,-0.326821810431806
-0.375114164114960,-0.33058941888744
-0.371789569472137,-0.334323968676676
-0.368427796182192,-0.338025086347646
-0.36502918041965,-0.341692401791668
-0.361594062043256,-0.345325548280254
-0.358122784561985,-0.348924162501782
-0.354615695100693,-0.352487884597829
-0.351073144365403,-0.356016358199155
-0.347495486608236,-0.359509230461341
-0.343883079591987,-0.36296615210007
-0.340236284554347,-0.36638677742606
-0.336555466171781,-0.369770764379629
-0.332840992523060,-0.373117774564901
-0.329093235052452,-0.376427473283648
-0.325312568532584,-0.379699529568754
-0.321499371026954,-0.382933616217319
-0.317654023852138,-0.386129409823372
-0.313776911539647,-0.389286590810216
-0.309868421797482,-0.392404843462384
-0.305928945471360,-0.395483855957208
-0.301958876505630,-0.398523320396006
-0.297958611903882,-0.401522932834865
-0.293928551689241,-0.404482393315043
-0.289869098864372,-0.407401405892956
-0.285780659371172,-0.41027967866978
-0.281663642050185,-0.413116923820636
-0.277518458599712,-0.415912857623373
-0.273345523534644,-0.41866720048694
-0.269145254145009,-0.421379676979347
-0.264918070454247,-0.424050015855204
-0.260664395177203,-0.42667795008285
-0.256384653677862,-0.429263216871051
-0.252079273926806,-0.431805557695283
-0.247748686458422,-0.434304718323582
-0.243393324327850,-0.436760448841969
-0.239013623067671,-0.439172503679437
-0.234610020644364,-0.441540641632513
-0.230182957414499,-0.443864625889375
-0.225732876080712,-0.446144224053534
-0.221260221647426,-0.448379208167073
-0.216765441376359,-0.450569354733444
-0.212248984741791,-0.452714444739815
-0.207711303385623,-0.454814263678972
-0.203152851072208,-0.456868601570772
-0.19857408364298,-0.458877252983138
-0.193975458970865,-0.460840017052602
-0.189357436914499,-0.462756697504392
-0.184720479272239,-0.464627102672062
-0.180065049735984,-0.466451045516652
-0.17539161384481,-0.468228343645398
-0.170700638938410,-0.469958819329969
-0.165992594110367,-0.471642299524238
-0.161267950161239,-0.473278615881588
-0.156527179551485,-0.474867604771748
-0.151770756354215,-0.476409107297152
-0.146999156207784,-0.477902969308833
-0.142212856268231,-0.479349041421834
-0.137412335161562,-0.480747179030149
-0.132598072935887,-0.482097242321183
-0.127770551013416,-0.483399096289731
-0.122930252142319,-0.48465261075148
-0.118077660348448,-0.485857660356031
-0.113213260886942,-0.487014124599426
-0.108337540193690,-0.488121887836205
-0.103450985836700,-0.489180839290967
-0.098554086467335,-0.490190873069449
-0.0936473317714516,-0.491151888169116
-0.0887312124204303,-0.492063788489257
-0.0838062200221092,-0.492926482840602
-0.0788728470716243,-0.493739884954432
-0.0739315869021593,-0.494503913491216
-0.0689829336356136,-0.495218492048737
-0.0640273821331898,-0.495883549169732
-0.0590654279459089,-0.496499018349046
-0.0540975672650542,-0.497064838040273
-0.0491242968725543,-0.497580951661915
-0.0441461140913038,-0.49804730760304
-0.0391635167354326,-0.498463859228443
-0.0341770030605239,-0.498830564883309
-0.0291870717137900,-0.499147387897377
-0.0241942216842071,-0.499414296588609
-0.0191989522526177,-0.49963126426636
-0.0142017629418019,-0.499798269234043
-0.0092031534665269,-0.499915294791299
-0.00420362368357431,-0.499982329235671
0,-0.5
0.01,-0.5
0.02,-0.5
0.03,-0.5
0.04,-0.5
0.05,-0.5
0.06,-0.5
0.07,-0.5
0.08,-0.5
0.09,-0.5
0.1,-0.5
0.11,-0.5
0.12,-0.5
0.13,-0.5
0.14,-0.5
0.15,-0.5
0.16,-0.5
0.17,-0.5
0.18,-0.5
0.19,-0.5
0.2,-0.5
0.21,-0.5
0.22,-0.5
0.23,-0.5
0.24,-0.5
0.25,-0.5
0.26,-0.5
0.27,-0.5
0.28,-0.5
0.29,-0.5
0.3,-0.5
0.31,-0.5
0.32,-0.5
0.33,-0.5
0.34,-0.5
0.35,-0.5
0.36,-0.5
0.37,-0.5
0.38,-0.5
0.39,-0.5
0.4,-0.5
0.41,-0.5
0.42,-0.5
0.43,-0.5
0.44,-0.5
0.45,-0.5
0.46,-0.5
0.47,-0.5
0.48,-0.5
0.49,-0.5
0.5,-0.5
0.51,-0.5
0.52,-0.5
0.53,-0.5
0.54,-0.5
0.55,-0.5
0.56,-0.5
0.57,-0.5
0.58,-0.5
0.59,-0.5
0.6,-0.5
0.61,-0.5
0.62,-0.5
0.63,-0.5
0.64,-0.5
0.65,-0.5
0.66,-0.5
0.67,-0.5
0.68,-0.5
0.69,-0.5
0.7,-0.5
0.71,-0.5
0.72,-0.5
0.73,-0.5
0.74,-0.5
0.75,-0.5
0.76,-0.5
0.77,-0.5
0.78,-0.5
0.79,-0.5
0.8,-0.5
0.81,-0.5
0.82,-0.5
0.83,-0.5
0.84,-0.5
0.85,-0.5
0.86,-0.5
0.87,-0.5
0.88,-0.5
0.89,-0.5
0.9,-0.5
0.91,-0.5
0.92,-0.5
0.93,-0.5
0.94,-0.5
0.95,-0.5
0.96,-0.5
0.97,-0.5
0.98,-0.5
0.99,-0.5
1,-0.5
1.01,-0.5
1.02,-0.5
1.03,-0.5
1.04,-0.5
1.05,-0.5
1.06,-0.5
1.07,-0.5
1.08,-0.5
1.09,-0.5
1.1,-0.5
1.11,-0.5
1.12,-0.5
1.13,-0.5
1.14,-0.5
1.15,-0.5
1.16,-0.5
1.17,-0.5
1.18,-0.5
1.19,-0.5
1.2,-0.5
1.21,-0.5
1.22,-0.5
1.23,-0.5
1.24,-0.5
1.25,-0.5
1.26,-0.5
1.27,-0.5
1.28,-0.5
1.29,-0.5
1.3,-0.5
1.31,-0.5
1.32,-0.5
1.33,-0.5
1.34,-0.5
1.35,-0.5
1.36,-0.5
1.37,-0.5
1.38,-0.5
1.39,-0.5
1.4,-0.5
1.41,-0.5
1.42,-0.5
1.43,-0.5
1.44,-0.5
1.45,-0.5
1.46,-0.5
1.47,-0.5
1.48,-0.5
1.49,-0.5
1.5,-0.5
1.51,-0.5
1.52,-0.5
1.53,-0.5
1.54,-0.5
1.55,-0.5
1.56,-0.5
1.57,-0.5
1.58,-0.5
1.59,-0.5
1.6,-0.5
1.61,-0.5
1.62,-0.5
1.63,-0.5
1.64,-0.5
1.65,-0.5
1.66,-0.5
1.67,-0.5
1.68,-0.5
1.69,-0.5
1.7,-0.5
1.71,-0.5
1.72,-0.5
1.73,-0.5
1.74,-0.5
1.75,-0.5
1.76,-0.5
1.77,-0.5
1.78,-0.5
1.79,-0.5
1.8,-0.5
1.81,-0.5
1.82,-0.5
1.83,-0.5
1.84,-0.5
1.85,-0.5
1.86,-0.5
1.87,-0.5
1.88,-0.5
1.89,-0.5
1.9,-0.5
1.91,-0.5
1.92,-0.5
1.93,-0.5
1.94,-0.5
1.95,-0.5
1.96,-0.5
1.97,-0.5
1.98,-0.5
1.99,-0.5
2,-0.5
2.01,-0.5
2.02,-0.5
2.03,-0.5
2.04,-0.5
2.05,-0.5
2.06,-0.5
2.07,-0.5
2.08,-0.5
2.09,-0.5
2.1,-0.5
2.11,-0.5
2.12,-0.5
2.13,-0.5
2.14,-0.5
2.15,-0.5
2.16,-0.5
2.17,-0.5
2.18,-0.5
2.19,-0.5
2.2,-0.5
2.21,-0.5
2.22,-0.5
2.23,-0.5
2.24,-0.5
2.25,-0.5
2.26,-0.5
2.27,-0.5
2.28,-0.5
2.29,-0.5
2.3,-0.5
2.31,-0.5
2.32,-0.5
2.33,-0.5
2.34,-0.5
2.35,-0.5
2.36,-0.5
2.37,-0.5
2.38,-0.5
2.39,-0.5
2.4,-0.5
2.41,-0.5
2.42,-0.5
2.43,-0.5
2.44,-0.5
2.45,-0.5
2.46,-0.5
2.47,-0.5
2.48,-0.5
2.49,-0.5
2.5,-0.5
2.51,-0.5
2.52,-0.5
2.53,-0.5
2.54,-0.5
2.55,-0.5
2.56,-0.5
2.57,-0.5
2.58,-0.5
2.59,-0.5
2.6,-0.5
2.61,-0.5
2.62,-0.5
2.63,-0.5
2.64,-0.5
2.65,-0.5
2.66,-0.5
2.67,-0.5
2.68,-0.5
2.69,-0.5
2.7,-0.5
2.71,-0.5
2.72,-0.5
2.73,-0.5
2.74,-0.5
2.75,-0.5
2.76,-0.5
2.77,-0.5
2.78,-0.5
2.79,-0.5
2.8,-0.5
2.81,-0.5
2.82,-0.5
2.83,-0.5
2.84,-0.5
2.85,-0.5
2.86,-0.5
2.87,-0.5
2.88,-0.5
2.89,-0.5
2.9,-0.5
2.91,-0.5
2.92,-0.5
2.93,-0.5
2.94,-0.5
2.95,-0.5
2.96,-0.5
2.97,-0.5
2.98,-0.5
2.99,-0.5
3,-0.5
3.01,-0.5
3.02,-0.5
3.03,-0.5
3.04,-0.5
3.05,-0.5
3.06,-0.5
3.07,-0.5
3.08,-0.5
3.09,-0.5
3.1,-0.5
3.11,-0.5
3.12,-0.5
3.13,-0.5
3.14,-0.5
3.15,-0.5
3.16,-0.5
3.17,-0.5
3.18,-0.5
3.19,-0.5
3.2,-0.5
3.21,-0.5
3.22,-0.5
3.23,-0.5
3.24,-0.5
3.25,-0.5
3.26,-0.5
3.27,-0.5
3.28,-0.5
3.29,-0.5
3.3,-0.5
3.31,-0.5
3.32,-0.5
3.33,-0.5
3.34,-0.5
3.35,-0.5
3.36,-0.5
3.37,-0.5
3.38,-0.5
3.39,-0.5
